,movie_name,movie_rating,movie_director,user_comment
1012,Battlefield Earth (2000),2.5,Roger Christian,"BATTLEFIELD EARTH (2000) 1/2 * John Travolta, Barry Pepper, Forest Whitaker, Kim Coates, Richard Tyson, Sabine Karsenti, Michael MacRae, Michael Byrne, Sean Hewitt, Kelly Preston (unbilled cameo). My candidate for worst film for the new millennium: atrociously awful Travolta vehicle (who is totally to blame for his co-producing this pet project due to his Scientology ties) in bringing L. Ron Hubbard's cult sci-fi novel to fruition is just one God-forsaken mess from start to finish in what feels like the ultimate Ed Wood film with a dire need for the gang from MST3K to show up and provide apt ridicule: Travolta stars as 9 foot tall alien Terl, a Psychlo who commands his rampaging race in wiping out mankind in the year 3000 with only rebel Pepper out to thwart his nefarious plans of mining gold for his own just rewards. Ridiculous from the get go: the make-up of the Psychlos: a combination of dreadlocks a la Jar Jar Binks to the 'Coneheads' to the costume rejects of any speed metal band of the 1990s; the dim lighting and production design; the cheezy special effects (except for the climax of Terl's planet - who the HELL cares if I'm giving away the ending?!! IT SUCKS!!!) - which looked kinda cool!) and laugh-out loud dialogue: ('Rat-brains' is the often reviled retort by Terl to the 'man-animals' he despises). Travolta better get his mind straight because his post-'Pulp Fiction' comeback is running on jet vapors at this point and don't even get me started on his evil Vincent Price-inspired chortle! UGGGHH!!! (Dir: Roger Christian)"
1013,Battlefield Earth (2000),2.5,Roger Christian,"Lemme get this straight: This is a post-apocalyptic film that takes place a thousand years after an alien race conquers Earth. Well, I noticed a few plot holes in this film.

-- After 1,000 years, there is apparently no linguistic drift whatsoever. Johnny Tyler can pick up a book published in the year 2001 and read it just fine. Let's see, the King James Bible was written only a few hundred years ago and is nearly unintelligible due to linguistic drift.

-- Books don't have thousand-year shelf lives. If you go to the Smithsonian, you'll find the curators go to extreme measures to protect documents that are only 200 years old.

-- Are we really supposed to believe that stone-age barbarians can learn to fly fighter jets in just one week? It takes professional pilots years of training.

-- Jet fuel does not remain stable for a thousand years. Most of the plastic components in the jest would have become brittle. The battery packs in the jets would have become unusable. The tires would have gone flat and the rubber would have disintegrated.

-- I seriously doubt that our planet actually has enough elemental Gold that a high-tech invading civilization would still be mining it after 1,000 years. They probably would have packed up long ago."
1014,Battlefield Earth (2000),2.5,Roger Christian,Warning: Spoile
1015,Battlefield Earth (2000),2.5,Roger Christian,"This movie should have been a 'Project Redlight'. John Travolta is out of his head and hopelessly devoted to L. Ron Hubbard. That he was able to con 10 other people into investing $80 million towards the making of this movie is the only real impressive angle I can work for this review. Perhaps Travolta wanted to work with Tarrantino again and thought the only way that that could happen is if his own career fell into the tank? Or perhaps he felt it was his duty to make the film in order to get a better seat in 'Dianetics Heaven'? Let's hope that Tom Cruise can learn from Barbarino's mistake.

I don't think it will matter too much to point out everything that is bad about this film, but the acting, the dialog, the special effects, the plausibility of the cave people's quick learning development, and of course, the hair extensions will just have to suffice.

I would have given the movie a 1 out 10 rating, but I did laugh at the movie quite a few times and that should be worth something, I think. The version I watched was on the USA network and it was modified for teevee, so I may have missed some key plot elements that were cut from the original vision of its director, but then again I may have seen some really good Levitra adds in its place. The end credits whizzed by so quickly that it would appear that no one really wanted to have anything to do with this movie except Travolta.

'In preparing a judgment of worth,

I proclaim this lame movie to be worst'

Don't forget that 'I told ya'

to blame John Travolta

and L. Ron for Battlefield Earth.

Oh, if it were only a musical. 2/10.

Clark Richards"
1016,Battlefield Earth (2000),2.5,Roger Christian,Warning: Spoile
1017,Battlefield Earth (2000),2.5,Roger Christian,"I knew this movie was bad, filled with hard to believe nonsense and horrible 'go America go' propaganda; so I had to see it. However this was way beyond my imagination. After returning the video I honestly asked the clerk that even when I'm very drunk to stop me from renting this movie ever again. Hopefully he'll remember that. Although the movie starts funny as we can see Travolta and Whitaker argue in their silly suits about slaves, this quickly turns to boredom. The rest of the movie is the standard very bad, short on budget Si-fi that can't interest any viewer with an IQ above sea level at all. The horrible thing is that the director hasn't even tried to convince you as the main character suddenly learns geometry (ok) and teaches it to his barbarian mates (huh?) who immediately appreciate the essence of it all (they ate raw meat as they have just learned what fire is). But then suddenly the standard IQ of these people goes sky-high: They understand atom bombs, know how to fly a Mig and work with highly cryptic computer interfaces. Check out the fact that the main character discovers the national library and finds a crisp fresh version of the constitutional law (it has been in that very same destroyed library for almost 1000 years and doesn't show any signs of decay ?) At has been a long time since I cried...."
1018,Battlefield Earth (2000),2.5,Roger Christian,Warning: Spoile
1019,Battlefield Earth (2000),2.5,Roger Christian,"This movie has got to be the worst movie I have ever seen. The script was terrible, the acting horrible, the filming stupid. So many of the shots were on an angle, I felt I had to keep turning my head, I was getting dizzy! Even the costumes were lousy. They looked like something you would see from a school play, forget this "
1020,Battlefield Earth (2000),2.5,Roger Christian,"I originally wrote a review about this movie after only seeing parts of it. Since I figured that this was unfair and nobody should review a movie without watching it entirely, I forced myself to watch it. Oh boy. First, a summary of my old first review:

Battlefield Earth was on TV together with another movie that I wanted to watch. The description for both movies looked interesting, but after zapping regularly between the two, it seemed that BE was just horrible. Every time I switched back from the other movie, it was as if nothing had happened. All the scenes looked the same, the action scenes were bad, the dialogue was horrible, and for some reason the movie almost made me feel nauseous. It was like having those typical nightmares I often have when I have a fever, where everything repeats endlessly. So, eventually I stopped switching channels and watched the other movie.

Now, after having seen it in its entirety, I'm feeling relieved that the rating I originally gave was fully deserved. I rarely give a minimum score, but BE is a perfect example of rare awfulness: it gets a solid one.

The whole thing is just directed and produced horribly. Let me put this straight: the story on itself is preposterous — I'll come back to this later on. Yet, even a stupid story can make a thrilling movie, but Battlefield Earth is not an example of this. The action scenes are all awful: it's often impossible to see what happens. The film is full of slow-motion shots, but they are used at all the wrong moments. One would expect that close-ups and slow-motion would be used to focus on the action, but not here: the camera often seems to shy away from the actual action. Judging from the poor special effects that can sometimes be seen when the camera does show some action, they probably just avoided using SFX altogether. The pacing is also completely off: scenes just drag along, and are then followed by a pile-up of action. Some transitions are so abrupt that it seems like large parts were left on the cutting table, but even those parts that survived are all poorly directed. Most of the film is tinted in an exaggerated blue hue, which makes all those scenes look like the same scene all over again. The entire movie feels like an episode of a bad sci-fi TV show from around 1990, stretched to almost two hours.

Funny enough, I found a perfect explanation as to why Battlefield Earth made me nauseous the first time I watched it. There is almost NO scene in the ENTIRE movie where the camera is NOT tilted. Really, what were they thinking? It may look cool when used now and then, but it's just ridiculous if *every* shot is tilted at a random angle. Sometimes subsequent shot changes will make the image tilt from left to right and vice versa, so it is entirely possible that watching this film will induce seasickness. This is not the only thing about the camera-work that is awful: there is an overuse of close-ups, and often half of an actor's face is cut off (partially due to the tilting). Sometimes we also get close-ups of random objects as if they are of great significance, but they aren't.

The acting is bad, not abysmally bad but bad enough not to be able to compensate for the rest of the awfulness. Travolta does a decent job but fails to drag this film out of the abyss.

The special effects probably looked OK back in 2000, except for the 'blaster' shots which would only have managed to awe an audience in 1980. But even the other effects look very dated now, it's hard to believe that movies like The Matrix are even older than Battlefield Earth. There is an obvious reference to the 'falling through glass' scene from Blade Runner at the start of the movie, but it is filmed so poorly that it was more like an insult to BR than a homage.

Now, by far the worst thing about this movie is its plot. It's not just full of gaping holes, even with all the holes patched it still is an insult to viewers. Battlefield Earth is rated PG-13 but ironically enough, the only people who might appreciate it would be at most twelve years old because they might still be able to muster enough suspension of disbelief. The first two thirds of the film are not entirely ridiculous, and could have been saved by an awesome ending. However, the actual ending was ten times worse than the most preposterous thing I have ever seen in any other movie. Even the ""nuking the fridge"" scene from Indiana Jones 4 seemed plausible in comparison. Even though I rate Battlefield Earth a 1, meaning ""never ever watch this"", I would still recommend watching it if you want to see amazing stupidness. Mind that the rest of the movie will make you hurl, but if you enjoy laughing at ridiculousness that wants to take itself seriously, it could be worth it.

The only thing that is remotely OK is the musical score, but only when considered on its own. Some scenes where nothing of much importance happens are accompanied by music that would be appropriate during a frantic fighting scene. By the time the actual fighting begins, the music fails to add any tension no matter how thrilling it is.

Overall, Battlefield Earth is a complete failure, and it deserves to be in the Bottom 100."
1021,Battlefield Earth (2000),2.5,Roger Christian,"What a bad film this is. I thought the critics were exaggerating when they said how bad it was but they weren`t BATTLEFIELD EARTH is one of the worst films released by a major Hollywood studio. It`s badly directed , badly cast ( Barry Pepper as Jonnie makes for one of the least impressive screen hero`s ever seen . Maybe Travolta should have stuck to his guns and played Jonnie . He perhaps would have been slightly too old for the part but at least he does have some charisma unlike Pepper) and has one of the worst scripts ever written. An alien race called Psychlos , sounds just like psychos , I bet they `re really evil and cruel . Oh they are evil and cruel just like psychos . Why do they think rats are the favourite food of humans when it`s the only thing they`ve seen humans eat ? And why do they think "" Rat brains "" is an insult to humans ? especially when they consider the "" man animals "" to be a primitive species . And am I alone in finding the term "" Man animals "" irritating ? Surely it should be "" Manimals "" ? A far sharper and clever expression . But sharp and clever is no way to describe this script . Cities stand almost intact after a thousand years since the collapse of human civilisation ! Not only that but so do large amounts of firearms , ammo and Harrier jump jets , and a flight simulator for the jump jets where the humans learn to fly within a week , and no doubt they`ll learn what petrol is and learn to put it in the jets in order to fly them . Does this sound very likely to you ? Let me put it this way: Go into a time machine and go back to the biblical times , capture a few dozen people , bring them back to the present and get them to become fighter pilots within the week. Do you think they`d be any good flying planes and shooting down enemy forces ? Me neither . Do you think they could overthrow a superior civilisation ? Me neither ? Do you think anyone involved with this film deserves to work again ? Me neither"
1022,Battlefield Earth (2000),2.5,Roger Christian,Warning: Spoile
1023,Battlefield Earth (2000),2.5,Roger Christian,Warning: Spoile
1024,Battlefield Earth (2000),2.5,Roger Christian,"1. You could use the book as a doorstop. 2. You could put the book under an uneven chair or sofa leg. 3. You could use the book to prop open a window. 4. You could put the book in the boot of a rear wheel drive car to improve traction of snowy days. 5. You could us the book to club the Hollywood exec who greenlighted the movie. 6. You could use the book or DVD case to smack some sense into a scientologist. 7. If you were stranded on a desert island, you could tear out the pages of the book and use them as fire kindling. 8. You could year out the pages of the book and use them as toilet paper. 9. You could use the DVD as a coaster. 10. The CIA could use the book or DVD as an alternative to waterboarding. 11. The military could show the DVD or read the book to troops to toughen them up. 12. A gang or college fraternity could make watching the movie or reading the book part of a hazing ritual. 13. A dominatrix or master could use the book or DVD to torture or discipline a slave/submissive. 14. You could buy the book or DVD as a Christmas present for someone you don't like. 15. You could use the DVD as a frisbee to play fetch with your dog. 16. You could use it as a case study in an essay about the downfall of Western civilization. 17. Uwe Boll or Seltzer and Friedberg could watch the DVD to make them feel better about themselves. 18. You could carry the book or the DVD and a DVD player around in your purse and if someone comes to mug you, you could say ""Back off! Or I'll read you/show you some of Battlefield Earth!"" 19. You could tear out the pages of the book and use them as bedding for the cage of a pet rodent (preferably a rat). 20. You could use it to cheer up a blind person by telling them that they won't ever have to see the movie or read the book."
1025,Battlefield Earth (2000),2.5,Roger Christian,Warning: Spoile
1026,Battlefield Earth (2000),2.5,Roger Christian,"I hadn't seen this one before yesterday. It is REALLY AWFUL! There is NO REALISM here. NONE! Why do all the ALEEUNS (!) look like rejects from some bad rock band?

Why do the ALEEUNS always treat humans as trash?

Oh, right, GOLD! The Universe is full of gold so there is no shortage. There was a nice pile at the end. What the ALEEUNS did with the gold I have no idea. I do have a hearing problem and may have missed some things.

Why the ALEEUNS built all those GLASS buildings I have no idea either. Seems like a lot of infrastructure just to mine gold.

After 1000 years those old planes and weapons would be junk!

This one is so bad, skip it altogether!"
1027,Battlefield Earth (2000),2.5,Roger Christian,"It is the year 3000. Many years have passed since the world was conquered by an evil race called the Psychlos in order that they would strip it of its resources just as they had countless other planets. Man has been forced back to the Stone Age, slowly dying out in small, ineffective pockets of resistance around the world. Sent out from his community, Jonnie Goodboy Tyler stumbles across two other survivors who tell him of a place of the gods  a place that turns out to be a former city. While resting overnight the group is come across by the Psychlos and both Jonnie and Carlo are captured. A plot by one of the Psychlos to outsmart his bosses (who have deserted him on earth by turning down his bid for a transfer) opens the door for Jonnie to learn a great deal about his new masters and gradually he becomes the last real hope for mankind.

Being a film critic must be a hard job to do at times. Many of the films you watch will not be brilliant, nor will they be terrible  most will be OK and nothing more. Therefore when reviewers get a chance to gush, they generally take it. Likewise, when a bad film does come to the big screen and reviewers get to see it, they often will take great pleasure in putting the boot it  we see it with at least one big budget film each year (2004 was Catwoman). So I usually will try and view a really panned film because I am aware that sometimes the critics are just being unfair  however, most of the time I'll wait until it comes to TV to make that decision. With Battlefield Earth, I must concede that it is a pretty bad film  but maybe not as bad as the many critics all said, although it would be easy to just keep kicking it in the same way as everyone else does.

The film does have some very basic ideas that offer potential but these are squandered with a script that bulks out with bad dialogue, poor story development and an overall poor delivery that makes it a film that is certainly a mess, if not 'the worst film of all time'. The story quickly goes wrong by making massive plot jumps with its two threads (Jonnie and Terl) that it quickly becomes tiresome. It is not just that major parts of it make little sense (even if you are trying to get into it) it is also that the film makes it harder for itself by taking itself so seriously. If the film had been exciting and entertaining then I could have forgiven these jumps but the way it holds itself in such high regard means we have to meet it on its own terms  something that I found nigh on impossible to do with this. Whenever we are asked to accept that planes would have survived intact over 1000 years, or that anyone could learn to fly them in a matter of days then it is really asking too much if it also expects me to take it 100% seriously at the same time.

The film has clearly had money spent on it, and it isn't that the effects look bad, it is more that they feel over-designed. The Psychlos (cr*p name) look like nobody knew when to stop adding bits and they do look a bit absurd  like a Klingon but with more bits! Similarly the transport craft and alien sets all feel like somebody has just ripped off other films and then tried to combine them; the end result is the look of a cheap sci-fi that looks like it is a sci-fi film as opposed to a 'real' futuristic world. It is hard to describe and maybe I'm doing it badly but to me the film looked like the alien future's of a thousand sci-fi movies, not an alien future that exists outside of late night TV and, as such, it was even less engaging. Of course it didn't help that the direction was so ham fisted that Christian should be asked to return his Oscar out of good will. The opening action scene is delivered in a terrible slow motion that sucked all the potential out of it  a technique that is sadly used for most of the action scenes. The stuff with the harriers near the end is so silly that even a good director couldn't have saved it; but Christian is not a good director here and he makes it worse and robs it of any excitement or pace it may have had.

With such a poor product to sell to us, even an all star cast would have struggled  so imagine the trouble that one fading star and a collection of minor support actors have with it. Travolta tries hard but he can find nothing of value. He looks terrible and his performance is just soobvious and easy  there is nothing to watch here, partly due to him but also to the wider failings of the film. Pepper was a very strange choice for such a big role and, try as he might, he cannot get past the absurdity of the whole thing and he comes across as part of the silliness, taking his character way too seriously for the material  but I suppose he was only matching the mood of the film. Whitaker has nothing to do and even an appearance from the likable, low-rent baddie Kim Coates brought nothing to the film. I don't even know the rest of the cast by name but suffice to say that none of them can do anything worth seeing.

Overall this is a very poor film and, although I don't wish to join the mob by just kicking it, I didn't find any reason not to. The direction is awful but is at its worst in the action scenes. The effects are not awful, they just feel like generic, overdone sci-fi fare with little or no imagination  a big surprise when you consider that the director was nominated for an Oscar for Alien and won one for Star Wars for the very discipline of art direction! The script is clunky and the story full of moments that are, at best, illogical and, at worst, silly, stupid and laughable. The end result is a product that is a real mess with almost nothing of value in it. It is relentlessly shoddy and I almost wish the 'worst film ever' hype would drop off just so that this film could slowly fade from our memory and be lost in time."
1028,Battlefield Earth (2000),2.5,Roger Christian,"When I orginally watched this film I was unaware of the Dianetic / Scientology background that surrounded this film and pretty much saw it from an neutral standpoint. The fact that after I had watched it I felt disgusted and frankly scared that a film like this could be made in the first place made me dig a little deeper into the films background.

After doing a bit of research I came to the scary conclusion that apparently this piece of cr*p that is this film is actually taken seriously by Scientologists, not unlike Christians with regard to the Bible.

Yes, ladies and gentleman, people actually believe this happened - the awful storyline, the 2D characters and the ludicrous mindbendingly stupid conclusion is taken as the word of god.

So now I feel terrified that this 'cult' has the influence to finance and convince Hollywood to waste so much money. I do have to say the Hollywood does produce some god awful flicks, but none so highly publicised or with such big names starring in them.

So avoid this like the plague, don't give distributors any excuse to produce anymore copies of this rubbish and don't waste another second of your life actually watching it.

I give it -10/10"
1029,Battlefield Earth (2000),2.5,Roger Christian,"Well, it seems to me that everybody involved in making of this movie experimented with their careers. If I was the one financing it I wouldn't be sitting here writing sarcastic comments, I'd be after some heads. Roger Christian's especially and that of the screenwriter and possibly Travolta's.

Surely there have been other films that bombed colossally while being terribly expensive, but I haven't seen any that seemed to have been made to fail on purpose. Until this one.

Let's start with the obvious. Direction. Directing was so poor and intrusive even the most unaware of the viewers must have noticed it and realized for the first time in their lives how the watching experience can be influenced by bad directorial choices. One single choice stands out like turd in a punchbowl - tilting the camera in every single shot. Every single shot you watch with nauseating feeling desperately wishing that the camera straightens up. But it never happens. And there was never any artistic justification for it. Okay, we see the future world through skewed eyes because the future world is screwed - point taken - now can we watch the bloody movie? No.

I did endure watching it though, on a TV station that mercifully airs commercials every 15 minutes, so I could take breaks from time to time. I was able to realize that not only the picture has been massacred but the story as well.

I was hoping it wouldn't be due to the following: Hubbard, author of the story, was founder of Scientology / Travolta is one of his zealous followers / this movie is Travolta's passion child / Travolta took a key role in production as well. One would assume Travolta would honor his master enough to make this faithful to the book. Well, he didn't. And it's a pity because I found the book to be spectacular (I was in high-school, but nevertheless). It may not be original but it is quite an inspirational saga of liberation of Human race and Earth from Psychlos, a corrupt occupational forces from outer space. Now, don't get me wrong, I don't rate Scientology one bit (I think it's a daft pastime for rich and famous) and I don't rate Hubbard as a person (frankly, he's an idiot). And I also didn't give a hoot about allegorical messages of this sci-fi while I was reading it, nor did it prompt me to turn to Scientology. But, for all its flaws, ""Battlefield Earth"" is still something that might have put the whole ""Star Wars"" n-logy to shame. Had they done it right.

Of course, the movie is a fast medium, one must cut a lot from book to make it work on screen. But Travolta's vanity is also to blame for this movie's undoing. I guess if he was any younger he would be taking the role of Jonnie. Because the book IS about Jonnie, the hero (although opening parts of the book are written from the chief villain's perspective). It is about his journey from slave to master and mankind's journey to rediscover what they have lost. The decision to put Travolta's villain in the spotlight and casting the hero aside was instrumental in killing the spirit of the original story. Not to mention they totally omitted second part after Humans' victory over the Psychlos.

Even if the director was not a complete dope, this still would be far from satisfactory."
1030,Battlefield Earth (2000),2.5,Roger Christian,"Those were the first words I uttered upon leaving the theatre

I can't beleive I went against the advice of every critic in america and the advice of two of my close and wasted money on this inane, purile, stupid movie.

John Travolta was about as convincing as a villain as my cat is as a dog. and having worked at an Airport, I personally find it insulting that some primitives who had degenerated to rock and spear weponry could learn to Fly a harrier Jet in less than a week. I've heard of suspension of disbelief, but come on!

If you see this movie in your local multiplex, run, don't walk away. When it comes out on video, do your fellow renters a favor, rent it, and record Star Wars, Aliens, heck, even Wing Commander would be a better movie to record over this infantile tr"
1031,Battlefield Earth (2000),2.5,Roger Christian,"This movie sucks. Trust me it is bad. The acting in this movie is terrible, the plot sucks, and the special effects look like Industrial Lights & Magics table scraps. This movie is also incredibly boring, and the main villains are incredibly stupid. They create their own downfall by teaching the humans how to fight them. What a bunch of idiots. To give you an idea of how boring this movie is, imagine a movie about Bruce Lee, Sylvester Stallone, and Chuck Norris filing their income taxes. Also every shot in this movie is at an angle and it makes you feel like you are on a sinking ship. DON'T EVER WATCH THIS MOVIE! It suck the life out of yo"
1032,Battlefield Earth (2000),2.5,Roger Christian,Warning: Spoile
1033,Battlefield Earth (2000),2.5,Roger Christian,"Some movies are made bad (Mars Attacks)but are not bad movies. Some multi-million dollar movies (Independence Day) suck, but they are watchable. Then we have Battlefield Earth. A bad movie, with bad special effects, bad costumes (the villains are KISS clones with snot plugs in their nose) bad characters (the hero is named ""Goodboy"" so you know he is the hero, and bad acting (Travolta switching accents, and most other actors look like they were wishing they were not there). The Plot? This is written by the Hack writer, Hubbard, who started Scientology to make money. The scenes jump from place to place, huge plot holes, very bad science and bad photography. The villains are directly from Scientology, called Psychlo's, that have been implanted by ""catrists"" psychiatrists anyone, who Hubbard hated with a vengeance, and also whom the CO$ hate. I have read reviews from $cientologists here, each fullsome in their praise of this movie, but they are following Church of $cientology policy and lying. This is a bad movie, and should be taken out the back and put down. I also see it as the downfall in Travolta's career, as how can he claim $20million for a movie, when this turkey has not even made $20million."
1034,Battlefield Earth (2000),2.5,Roger Christian,"Oh, God, who edited this thing?! A bunch of people who were fired from MTV because they chopped the shots down TOO short even for the MTV crew, no doubt. And the plot is totally ridiculous. You'd think that a science fiction writer who invented his own religion out of whole cloth could do a better job of -- hey! Who are you?! What are you doung breaking into my house?!! Get away from my keybWE ARE THE CHURCH OF SCIENTOLOGY. YOU WILL BE ASSIMILATED. RESISTANCE IS FUTILE. YOU WILL WATCH BATTLEFIELD EA"
1035,Battlefield Earth (2000),2.5,Roger Christian,Warning: Spoile
1036,Battlefield Earth (2000),2.5,Roger Christian,"In the year 3000, Earth has been taken over by monkeys. No, wait... sorry, that would be Planet of the Apes, this is just the obvious and lazy rip-off of that. No, in this, it's the Psychlo(a name that sets the bar so low for creativity, that it's impressive that the rest of this manages to limbo under it), essentially people in black armor with dreadlocks(well, a few of them are made ugly, as well... one looks like Pearl from Blade 1) with inconsistent(why do shots cause debris to be blown away, when men are just stunned?), awkward-looking guns that fire laser blasts worse-looking than those of the original(not special edition) 1977 Star Wars. One of the humans, Jonnie, is captured and wastes no time trying to escape constantly, in spite of every. Single. Attempt. Failing(pathetically, even, and usually for the same reason... and yet he eventually, unbelievably, becomes a forward-thinking flippin' genius). And somehow, Terl(Travolta, who chews so much scenery that you can barely believe that there's any left for Whitaker to chow down on... unfortunately, there is, and we are thus denied a single acting performance in this that is not awful), the security chief(whose scheming to get out of that job and out into the galaxy, conquering, where he feels he belongs, is one of the closest things we get to anything interesting... sadly it takes up fairly little of screen time), not only doesn't think anything of it, he *teaches him stuff that could extremely obviously be turned against him*(I know that they supposedly think little of us, but there's gotta be a limit to that notion). It's like the two species are having a contest of who can be stupider. The quality of being dumb, when seen in a mainstream movie(not something indie) tends to be played for laughs, or used to evoke sympathy. Here, it's straight, obnoxious and intolerable throughout. We're supposed to care about these guys(whose ignorance extends to not realizing statues and mannequins *weren't humans or gods*). And fear these... hammy Jamaicans(seriously, a bunch of the time, they laugh maniacally, even at each other). We do neither. The sets are bland, grimy and boring. Dialog is horrible. I'd say roughly a third of the shots... think about that for a second... are Dutch, meaning, the camera tilted to the side. Not only does it lose its effect within the opening minutes of this(!), it gets to be genuinely disorienting, to where it'll look like someone is walking on the wall, or facing an odd direction, etc. The horrid nature of the FX is beyond abysmal. And this has very little to do with Scientology... I don't care about L. Ron Hubbard or the religion, this is and would be pure crap regardless of that. There is mild language and disturbing content in this. The RiffTrax for this is hilarious and helps immensely in dulling the pain that this induces, and rewatching this with that, as I did, can help a lot to restore a chunk of the faith in humanity that you may have lost in your initial viewing. I recommend this to those who refuse to listen to the warnings of those of us who are unlucky enough to have watched this tripe. 1/10"
1037,Battlefield Earth (2000),2.5,Roger Christian,"Allow me a moment to pick my jaw up off the floor.

Usually, I find that reports about something being the ""worst"" this or the ""best"" that are exaggerated. Well, I don't know if ""Battlefield Earth"" is the worst movie I've ever seen, but it's got to be a contender.

If I taught a film class, I would actually show a movie like ""Battlefield Earth"" to my students, because I think you can learn more about how important things like editing, writing, cinematography, etc. are when they're done badly. And man are they done badly in this stinker. In fact, they don't get anything right.

John Travolta and Forest Whitaker have three Oscar nominations and one win between them, which is enough to discount the value of the Oscars altogether. Whitaker probably comes off the better of the two. He may be costumed to look like Oprah Winfrey from her fat years, but he gets far fewer lines, and therefore opportunities to embarrass himself. Travolta, on the other hand, assumes a dandified, English aristocratic accent for some reason, and delivers one howler after another. It's unclear to me whether or not he realizes how bad this movie is and is hamming it up on purpose for lack of anything better to do or thinks he's really contributing to something of value.

Yikes -- you see something like ""Battlefield Earth"" and realize you might need to recalibrate your bad movie meter. I've seen a whole lot of crappy movies that look like ""Lawrence of Arabia"" compared to this.

Grade: Z (to give this movie a mere F would be an insult to other movies I've given that rating to)"
1038,Battlefield Earth (2000),2.5,Roger Christian,"This is truly a horrid movie. But (maybe..) worth watching once because it's an instant, modern camp classic.

Now, if you notice, I only submit bad reviews to this site, but that's because bad movies are a hobby of sorts for me. I'm one who thinks you can learn more about film from bad movies than good ones, and if there is any thuth to that, every film student's thesis should be written about Battlefield Earth.

You don't just wonder what they were thinking. You're amazed that so many people had to be so incompetent for this movie to get released. It defies comprehension. They had the budget, some (well, ok.. ) 'capable' (servicable might be a better term) actors.. so how could any outfit fail so miseraby?

It's an amazing film in all the ways that it sucks. It combines all the elements of a horrid film - employs characters which don't develop in any way, that you don't care about (or even root against), who act in very irrational or excessively stupid ways for the purpose of lengthening the film or serving the plot. The very worst part of all (and how you can do this I've no idea) is that the movie is boring and abrasive at the same time. It's like repeatedly being stabbed while still being in that place between sleep and awake where you don't really care about anything.

The crawl at the beginning, as well as the constant screen wipes, are a complete rip-off of Star Wars. I hesitate to even mention that film in this review. Worse yet, the script spends about a third of the film playing out things that you already know from the crawl! That aliens or whatever took over earth and killed most of the humans, the ones who still live are living in mostly tribal cultures. But, you're still subjected to quite a lot of them 'discovering' what is going on... which you were told before the movie even started. Why waste my time like that?

Immediately, the cheese in this movie starts to get thick. You get the Hero (tm) riding a white horse, his love interest, the crotchety old tribal elder, the Hero knowing the truth though no one believes him... blah blah blah.

Soon you start to notice that the screenplay is completely offensive to watch. In an effort to be 'cutting-eduge', a lot of the film is short from these tilted camera angles, what you would see if you tilted your head 45 degrees to one side. When it's not giving you a neck cramp from the camera angles, ripping off Star Wars with screen wipes, ripping off John Woo (poorly) with rapidly changing camera angles during combat scenes, you are treated (ahem) to gratutious use of slow-motion. Yes, there is more slow-motion here than in a whole season's worth of Monday Night Football. It's all part of a directorial scheme that really seems very patronizing to the viewer.

Details in virtually ever scene evoke that ""yeah, right"" reflex from the viewer. Such as, in the shopping mall where the glass is still relatively clean (after 1,000 years), characters using 20th century phrases such as ""the grass is greener on the other side"" or ""piece of cake"", which have apparently survived 1,000 years worth of dialect evolution and humanity's near extinction. Or, when Ker doesn't notice the ""hidden"" camera (obviously in view of anyone with half a brain, and on top of that, it makes loud noises when it zooms!). But, good thing Travolta just-so-happens to have placed these cameras in the city sewers (we all know how much excitement there is down there), or he never would have seen our hero escaping. Other intelligence-insulting garbage occurs, such as when the cave-people learn to pilot fighter jets in a week, nuclear warheads are found in still-working order 1,000 years in the future,

The alien costumes are pretty retarded, but I can't really complain because that fits the aliens, who have to be the stupidest race ever to conquer a planet and enslave a race. For example, the aliens are very intersted in gold, but didn't seem to locate Fort Knox. Or worse yet, when the enslaved humans are sent to mine gold (which, in this movie, is found in big chunks in the ground), and they come back with gold bars, the aliens think nothing of it. huh? The slang the Psychlos use is puzzling too. They call humans ""man-animals"", but just call dogs ""dogs"". They refer to air as ""breath-gas"", and the hidden cameras not as cameras, but ""picto-cameras"". Oooh! How high tech that sounds!

You get the idea. Picture a movie that tried to be Star Wars. Now, subtract any sort of compelling storyline, any well-done action scenes at all, any characters that you care about their survival. Make the hero(s) stupid and the villians even more stupid. And still, the whole comes out to be less than the sum of its parts.

Run - don't walk - away from this piece of crap. And if you like bad movies - don't bother. You can't laugh at this. It's just unwatchable. To borrow a phrase, this smacks of the Yiddish theatre in space.

To be accurate with my overall rating, I might have to use negative scientific notation. But, I'll just leave it at 0/10. I could actually feel myself becoming stupider with each passing minute."
1039,Battlefield Earth (2000),2.5,Roger Christian,"Yes, the heading is all you need to know. Elaborate explanations and references to actual events or specifics in the movie are simply unnecessary. Imagine every aspect of a movie (dialogue, plot, script, acting etc) and then imagine it worse than any other movie ever made and you got it. It is by far the worst movie I have ever seen in every single aspect. So bad it's in a league of its own.

It really is a shame that IMDb only offers a scale of 1-10 to judge a movie by, since this otherwise would easily go far into negative numbers.

Some bad movies are funny to watch, simply because they are bad. The low quality itself a reason to watch them because of the entertainment value in complete and utter ineptitude. This one has no such entertainment value, it is just painful from start to end.

And scientology inspirations has got nothing to do with it. It is simply crap on completely its own merits."
